,date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,day,month,year,season,avgHomeScore,avgAwayScore,avgTotalScore,avgHomeScoreByMonth,avgHomeScoreByYear,avgHomeScoreBySeason,avgHomeScoreByVenue,avgHomeScoreByTeam,avgAwayScoreByMonth,avgAwayScoreByYear,avgAwayScoreBySeason,avgAwayScoreByVenue,avgAwayScoreByTeam,avgTotalScoreByMonth,avgTotalScoreByYear,avgTotalScoreBySeason,avgTotalScoreByVenue,avgHomeScoreByTeamByMonth,avgHomeScoreByTeamByYear,avgHomeScoreByTeamBySeason,avgHomeScoreByTeamByVenue,avgHomeScoreByTeamAgainstOpponent,avgAwayScoreByTeamByMonth,avgAwayScoreByTeamByYear,avgAwayScoreByTeamBySeason,avgAwayScoreByTeamByVenue,avgAwayScoreByTeamAgainstOpponent,avgHomeLast5Scores,avgHomeLast5ScoresAgainst,avgHomeLast3ResultsAgainstOpponent,avgAwayLast3ResultsAgainstOpponent,homeWinPercentage,awayWinPercentage
875,2014-04-18,19:45,Harlequins,24,Leicester,20,Twickenham Stoop,Tim Wigglesworth,44,H,Fri,Apr,2014,2013-14,25.53,20.79,46.32,26.81,25.03,22.18,25.92,26.66,23.7,20.78,19.22,21.85,21.65,50.51,45.81,41.4,47.76,27.62,20.5,18.82,26.45,25.93,24.85,23.46,22.75,23.33,23.79,19.0,11.8,27.33,23.67,68.88888888888889%,46.666666666666664%
876,2015-01-10,15:15,Harlequins,32,Leicester,12,Twickenham Stoop,Luke Pearce,44,H,Sat,Jan,2015,2014-15,25.53,20.79,46.32,23.57,25.84,27.21,25.92,26.66,19.12,20.54,20.83,21.85,21.65,42.69,46.38,48.04,47.76,27.0,28.11,24.0,26.45,25.93,15.89,16.11,16.58,23.33,23.79,26.0,15.2,27.33,23.67,68.88888888888889%,46.666666666666664%
877,2016-02-19,19:45,Harlequins,25,Leicester,19,Twickenham Stoop,JP Doyle,44,H,Fri,Feb,2016,2015-16,25.53,20.79,46.32,24.06,24.56,23.9,25.92,26.66,19.15,19.5,19.54,21.85,21.65,43.21,44.06,43.44,47.76,23.43,26.15,28.73,26.45,25.93,16.95,19.93,19.92,23.33,23.79,29.0,22.0,27.33,23.67,68.88888888888889%,46.666666666666664%
878,2017-02-24,19:45,Harlequins,18,Leicester,27,Twickenham Stoop,Dean Richards,45,A,Fri,Feb,2017,2016-17,25.53,20.79,46.32,24.06,27.61,26.22,25.92,26.66,19.15,21.88,21.22,21.85,21.65,43.21,49.49,47.44,47.76,23.43,33.36,27.36,26.45,25.93,16.95,23.25,22.58,23.33,23.79,26.8,18.6,27.33,23.67,68.88888888888889%,46.666666666666664%
879,2017-09-23,15:00,Harlequins,28,Leicester,31,Twickenham Stoop,Ian Tempest,59,A,Sat,Sep,2017,2017-18,25.53,20.79,46.32,27.03,27.61,26.46,25.92,26.66,22.25,21.88,22.11,21.85,21.65,49.28,49.49,48.57,47.76,26.19,33.36,25.73,26.45,25.93,21.71,23.25,25.36,23.33,23.79,31.4,22.6,27.33,23.67,68.88888888888889%,46.666666666666664%
880,2019-05-03,19:45,Harlequins,23,Leicester,19,Twickenham Stoop,Wayne Barnes,42,H,Fri,May,2019,2018-19,25.53,20.79,46.32,29.94,25.38,26.84,25.92,26.66,22.83,20.14,21.13,21.85,21.65,52.77,45.52,47.97,47.76,26.58,24.56,27.55,26.45,25.93,23.0,16.0,16.09,23.33,23.79,25.8,24.2,27.33,23.67,68.88888888888889%,46.666666666666664%
881,2019-12-28,16:30,Harlequins,30,Leicester,30,Twickenham Stadium,Matthew Carley,60,D,Sat,Dec,2019,2019-20,25.53,20.79,46.32,24.03,25.38,26.4,27.67,26.66,19.75,20.14,20.47,23.38,21.65,43.78,45.52,46.87,51.05,27.19,24.56,25.0,28.5,25.93,21.8,16.0,13.55,26.2,23.79,20.2,18.8,27.33,23.67,68.88888888888889%,46.666666666666664%
882,2021-02-13,16:00,Harlequins,37,Leicester,24,Twickenham Stoop,Anthony Woodthorpe,61,H,Sat,Feb,2021,2020-21,25.53,20.79,46.32,24.06,27.48,26.85,25.92,26.66,19.15,23.14,22.77,21.85,21.65,43.21,50.62,49.62,47.76,23.43,38.67,36.55,26.45,25.93,16.95,26.85,19.22,23.33,23.79,19.8,32.0,27.33,23.67,68.88888888888889%,46.666666666666664%
883,2022-04-23,15:00,Harlequins,26,Leicester,20,Twickenham Stoop,Wayne Barnes,46,H,Sat,Apr,2022,2021-22,25.53,20.79,46.32,26.81,28.22,27.83,25.92,26.66,23.7,24.39,23.63,21.85,21.65,50.51,52.61,51.46,47.76,27.62,23.91,27.92,26.45,25.93,24.85,23.77,28.67,23.33,23.79,24.4,21.8,27.33,23.67,68.88888888888889%,46.666666666666664%
884,2022-10-16,15:00,Harlequins,19,Leicester,27,Twickenham Stoop,Adam Leal,46,A,Sun,Oct,2022,2022-23,25.53,20.79,46.32,24.99,28.22,28.32,25.92,26.66,20.42,24.39,25.77,21.85,21.65,45.42,52.61,54.09,47.76,29.68,23.91,25.6,26.45,25.93,24.7,23.77,25.0,23.33,23.79,28.0,22.6,27.33,23.67,68.88888888888889%,46.666666666666664%
885,2012-03-25,15:00,London Irish,32,Leicester,41,Madejski Stadium,Dean Richards,73,A,Sun,Mar,2012,2011-12,25.53,20.79,46.32,25.91,22.83,22.71,23.59,24.29,20.79,18.33,18.7,24.28,21.65,46.7,41.17,41.41,47.87,27.86,27.82,29.18,23.59,19.3,25.71,25.33,28.25,24.25,22.4,21.2,20.2,24.67,13.67,40.74074074074074%,46.666666666666664%
886,2012-12-22,15:00,London Irish,9,Leicester,31,Madejski Stadium,N/A,40,A,Sat,Dec,2012,2012-13,25.53,20.79,46.32,24.03,22.83,24.81,23.59,24.29,19.75,18.33,19.37,24.28,21.65,43.78,41.17,44.19,47.87,21.82,27.82,29.45,23.59,19.3,21.8,25.33,22.27,24.25,22.4,30.0,27.4,24.67,13.67,40.74074074074074%,46.666666666666664%
887,2014-02-23,13:00,London Irish,15,Leicester,20,Madejski Stadium,JP Doyle,35,A,Sun,Feb,2014,2013-14,25.53,20.79,46.32,24.06,25.03,22.18,23.59,24.29,19.15,20.78,19.22,24.28,21.65,43.21,45.81,41.4,47.87,21.93,21.55,20.73,23.59,19.3,16.95,23.46,22.75,24.25,22.4,17.0,16.4,24.67,13.67,40.74074074074074%,46.666666666666664%
888,2015-02-22,14:00,London Irish,6,Leicester,12,Madejski Stadium,Wayne Barnes,18,A,Sun,Feb,2015,2014-15,25.53,20.79,46.32,24.06,25.84,27.21,23.59,24.29,19.15,20.54,20.83,24.28,21.65,43.21,46.38,48.04,47.87,21.93,21.22,21.45,23.59,19.3,16.95,16.11,16.58,24.25,22.4,19.2,21.6,24.67,13.67,40.74074074074074%,46.666666666666664%
889,2015-10-18,15:15,London Irish,16,Leicester,28,Madejski Stadium,Matthew Carley,44,A,Sun,Oct,2015,2015-16,25.53,20.79,46.32,24.99,25.84,23.9,23.59,24.29,20.42,20.54,19.54,24.28,21.65,45.42,46.38,43.44,47.87,25.24,21.22,18.55,23.59,19.3,24.7,16.11,19.92,24.25,22.4,24.2,24.4,24.67,13.67,40.74074074074074%,46.666666666666664%
890,2017-10-07,15:00,London Irish,27,Leicester,28,Madejski Stadium,JP Doyle,55,A,Sat,Oct,2017,2017-18,25.53,20.79,46.32,24.99,27.61,26.46,23.59,24.29,20.42,21.88,22.11,24.28,21.65,45.42,49.49,48.57,47.87,25.24,22.83,19.64,23.59,19.3,24.7,23.25,25.36,24.25,22.4,25.4,29.8,24.67,13.67,40.74074074074074%,46.666666666666664%
891,2019-11-10,14:30,London Irish,36,Leicester,11,Madejski Stadium,JP Doyle,47,H,Sun,Nov,2019,2019-20,25.53,20.79,46.32,22.73,25.38,26.4,23.59,24.29,18.47,20.14,20.47,24.28,21.65,41.2,45.52,46.87,47.87,18.33,17.67,17.55,23.59,19.3,15.45,16.0,13.55,24.25,22.4,15.4,35.8,24.67,13.67,40.74074074074074%,46.666666666666664%
892,2020-11-29,16:15,London Irish,22,Leicester,9,Brentford Community Stadium,Karl Dickson,31,H,Sun,Nov,2020,2020-21,25.53,20.79,46.32,22.73,26.97,26.85,27.43,24.29,18.47,21.69,22.77,27.67,21.65,41.2,48.65,49.62,55.1,18.33,17.5,25.7,27.43,19.3,15.45,11.0,19.22,15.0,22.4,12.4,36.2,24.67,13.67,40.74074074074074%,46.666666666666664%
893,2021-10-09,15:00,London Irish,16,Leicester,21,Brentford Community Stadium,Adam Leal,37,A,Sat,Oct,2021,2021-22,25.53,20.79,46.32,24.99,27.48,27.83,27.43,24.29,20.42,23.14,23.63,27.67,21.65,45.42,50.62,51.46,55.1,25.24,28.46,29.0,27.43,19.3,24.7,26.85,28.67,15.0,22.4,27.2,31.8,24.67,13.67,40.74074074074074%,46.666666666666664%
894,2012-04-14,14:15,Northampton,21,Leicester,35,Franklin's Gardens,Dave Pearson,56,A,Sat,Apr,2012,2011-12,25.53,20.79,46.32,26.81,22.83,22.71,27.68,27.65,23.7,18.33,18.7,20.67,21.65,50.51,41.17,41.41,48.35,31.15,24.18,28.27,27.68,22.54,24.85,25.33,28.25,28.08,27.69,26.4,11.2,27.67,36.33,64.66165413533834%,46.666666666666664%
895,2013-03-30,15:00,Northampton,8,Leicester,36,Franklin's Gardens,Wayne Barnes,44,A,Sat,Mar,2013,2012-13,25.53,20.79,46.32,25.91,23.78,24.81,27.68,27.65,20.79,18.95,19.37,20.67,21.65,46.7,42.72,44.19,48.35,28.4,30.4,23.09,27.68,22.54,25.71,19.9,22.27,28.08,27.69,21.6,19.6,27.67,36.33,64.66165413533834%,46.666666666666664%
896,2014-03-29,15:00,Northampton,16,Leicester,22,Franklin's Gardens,Wayne Barnes,38,A,Sat,Mar,2014,2013-14,25.53,20.79,46.32,25.91,25.03,22.18,27.68,27.65,20.79,20.78,19.22,20.67,21.65,46.7,45.81,41.4,48.35,28.4,33.92,34.33,27.68,22.54,25.71,23.46,22.75,28.08,27.69,30.6,12.2,27.67,36.33,64.66165413533834%,46.666666666666664%
897,2014-05-16,19:45,Northampton,21,Leicester,20,Franklin's Gardens,JP Doyle,41,H,Fri,May,2014,2013-14,25.53,20.79,46.32,29.94,25.03,22.18,27.68,27.65,22.83,20.78,19.22,20.67,21.65,52.77,45.81,41.4,48.35,33.36,33.92,34.33,27.68,22.54,23.0,23.46,22.75,28.08,27.69,39.0,16.6,27.67,36.33,64.66165413533834%,46.666666666666664%
898,2014-12-20,15:15,Northampton,23,Leicester,19,Franklin's Gardens,JP Doyle,42,H,Sat,Dec,2014,2014-15,25.53,20.79,46.32,24.03,25.03,27.21,27.68,27.65,19.75,20.78,20.83,20.67,21.65,43.78,45.81,48.04,48.35,25.33,33.92,32.17,27.68,22.54,21.8,23.46,16.58,28.08,27.69,33.2,16.8,27.67,36.33,64.66165413533834%,46.666666666666664%
899,2016-04-16,17:30,Northampton,24,Leicester,30,Franklin's Gardens,Tim Wigglesworth,54,A,Sat,Apr,2016,2015-16,25.53,20.79,46.32,26.81,24.56,23.9,27.68,27.65,23.7,19.5,19.54,20.67,21.65,50.51,44.06,43.44,48.35,31.15,21.29,22.64,27.68,22.54,24.85,19.93,19.92,28.08,27.69,27.8,16.6,27.67,36.33,64.66165413533834%,46.666666666666664%
900,2017-03-25,15:00,Northampton,31,Leicester,36,Franklin's Gardens,Greg Garner,67,A,Sat,Mar,2017,2016-17,25.53,20.79,46.32,25.91,27.61,26.22,27.68,27.65,20.79,21.88,21.22,20.67,21.65,46.7,49.49,47.44,48.35,28.4,24.55,22.36,27.68,22.54,25.71,23.25,22.58,28.08,27.69,23.8,17.4,27.67,36.33,64.66165413533834%,46.666666666666664%
901,2017-09-09,16:30,Northampton,24,Leicester,11,Franklin's Gardens,JP Doyle,35,H,Sat,Sep,2017,2017-18,25.53,20.79,46.32,27.03,27.61,26.46,27.68,27.65,22.25,21.88,22.11,20.67,21.65,49.28,49.49,48.57,48.35,26.75,24.55,23.0,27.68,22.54,21.71,23.25,25.36,28.08,27.69,26.8,24.6,27.67,36.33,64.66165413533834%,46.666666666666664%
902,2018-10-06,15:00,Northampton,15,Leicester,23,Twickenham Stadium,JP Doyle,38,A,Sat,Oct,2018,2018-19,25.53,20.79,46.32,24.99,26.3,26.84,27.67,27.65,20.42,22.3,21.13,23.38,21.65,45.42,48.6,47.97,51.05,32.76,24.09,30.45,15.0,22.54,24.7,22.82,16.09,26.2,27.69,24.4,35.4,27.67,36.33,64.66165413533834%,46.666666666666664%
903,2019-11-30,15:00,Northampton,36,Leicester,13,Franklin's Gardens,Matthew Carley,49,H,Sat,Nov,2019,2019-20,25.53,20.79,46.32,22.73,25.38,26.4,27.68,27.65,18.47,20.14,20.47,20.67,21.65,41.2,45.52,46.87,48.35,25.23,36.78,22.91,27.68,22.54,15.45,16.0,13.55,28.08,27.69,33.6,22.8,27.67,36.33,64.66165413533834%,46.666666666666664%
904,2021-10-30,15:00,Northampton,26,Leicester,55,Franklin's Gardens,Tom Foley,81,A,Sat,Oct,2021,2021-22,25.53,20.79,46.32,24.99,27.48,27.83,27.68,27.65,20.42,23.14,23.63,20.67,21.65,45.42,50.62,51.46,48.35,32.76,29.67,34.17,27.68,22.54,24.7,26.85,28.67,28.08,27.69,35.8,21.0,27.67,36.33,64.66165413533834%,46.666666666666664%
905,2022-09-24,15:00,Northampton,21,Leicester,41,Franklin's Gardens,Karl Dickson,62,A,Sat,Sep,2022,2022-23,25.53,20.79,46.32,27.03,28.22,28.32,27.68,27.65,22.25,24.39,25.77,20.67,21.65,49.28,52.61,54.09,48.35,26.75,31.92,32.4,27.68,22.54,21.71,23.77,25.0,28.08,27.69,40.2,24.6,27.67,36.33,64.66165413533834%,46.666666666666664%
906,2011-01-02,16:15,Exeter,15,Leicester,22,Sandy Park,N/A,37,A,Sun,Jan,2011,2010-11,25.53,20.79,46.32,23.57,23.01,23.46,27.78,27.71,19.12,18.59,18.07,16.66,21.65,42.69,41.59,41.53,44.44,17.12,18.0,18.09,27.78,23.54,15.89,24.92,21.55,15.69,15.69,18.4,13.4,29.33,24.33,71.12676056338029%,46.666666666666664%
907,2012-02-11,18:00,Exeter,19,Leicester,11,Sandy Park,Sean Davey,30,H,Sat,Feb,2012,2011-12,25.53,20.79,46.32,24.06,22.83,22.71,27.78,27.71,19.15,18.33,18.7,16.66,21.65,43.21,41.17,41.41,44.44,25.19,24.73,18.82,27.78,23.54,16.95,25.33,28.25,15.69,15.69,15.4,14.4,29.33,24.33,71.12676056338029%,46.666666666666664%
908,2013-03-23,17:00,Exeter,9,Leicester,12,Sandy Park,Tim Wigglesworth,21,A,Sat,Mar,2013,2012-13,25.53,20.79,46.32,25.91,23.78,24.81,27.78,27.71,20.79,18.95,19.37,16.66,21.65,46.7,42.72,44.19,44.44,29.12,24.6,28.73,27.78,23.54,25.71,19.9,22.27,15.69,15.69,28.2,18.0,29.33,24.33,71.12676056338029%,46.666666666666664%
909,2013-09-29,14:00,Exeter,9,Leicester,21,Sandy Park,Tim Wigglesworth,30,A,Sun,Sep,2013,2013-14,25.53,20.79,46.32,27.03,23.78,22.18,27.78,27.71,22.25,18.95,19.22,16.66,21.65,49.28,42.72,41.4,44.44,27.91,24.6,19.55,27.78,23.54,21.71,19.9,22.75,15.69,15.69,30.6,19.8,29.33,24.33,71.12676056338029%,46.666666666666664%
910,2014-09-13,15:15,Exeter,20,Leicester,24,Sandy Park,JP Doyle,44,A,Sat,Sep,2014,2014-15,25.53,20.79,46.32,27.03,25.03,27.21,27.78,27.71,22.25,20.78,20.83,16.66,21.65,49.28,45.81,48.04,44.44,27.91,24.45,34.91,27.78,23.54,21.71,23.46,16.58,15.69,15.69,19.0,25.2,29.33,24.33,71.12676056338029%,46.666666666666664%
911,2015-11-07,17:30,Exeter,19,Leicester,6,Sandy Park,Greg Garner,25,H,Sat,Nov,2015,2015-16,25.53,20.79,46.32,22.73,25.84,23.9,27.78,27.71,18.47,20.54,19.54,16.66,21.65,41.2,46.38,43.44,44.44,26.18,34.2,27.67,27.78,23.54,15.45,16.11,19.92,15.69,15.69,38.6,12.4,29.33,24.33,71.12676056338029%,46.666666666666664%
912,2016-12-24,15:00,Exeter,31,Leicester,10,Sandy Park,Tom Foley,41,H,Sat,Dec,2016,2016-17,25.53,20.79,46.32,24.03,24.56,26.22,27.78,27.71,19.75,19.5,21.22,16.66,21.65,43.78,44.06,47.44,44.44,23.77,27.86,30.58,27.78,23.54,21.8,19.93,22.58,15.69,15.69,28.6,24.2,29.33,24.33,71.12676056338029%,46.666666666666664%
913,2017-12-31,15:00,Exeter,30,Leicester,6,Sandy Park,Craig Maxwell-Keys,36,H,Sun,Dec,2017,2017-18,25.53,20.79,46.32,24.03,27.61,26.46,27.78,27.71,19.75,21.88,22.11,16.66,21.65,43.78,49.49,48.57,44.44,23.77,33.17,30.08,27.78,23.54,21.8,23.25,25.36,15.69,15.69,35.0,18.8,29.33,24.33,71.12676056338029%,46.666666666666664%
914,2018-09-01,16:30,Exeter,40,Leicester,6,Sandy Park,Wayne Barnes,46,H,Sat,Sep,2018,2018-19,25.53,20.79,46.32,27.03,26.3,26.84,27.78,27.71,22.25,22.3,21.13,16.66,21.65,49.28,48.6,47.97,44.44,27.91,28.58,29.77,27.78,23.54,21.71,22.82,16.09,15.69,15.69,30.0,14.6,29.33,24.33,71.12676056338029%,46.666666666666664%
915,2020-08-15,14:00,Exeter,26,Leicester,13,Sandy Park,Tom Foley,39,H,Sat,Aug,2020,2019-20,25.53,20.79,46.32,24.16,26.97,26.4,27.78,27.71,21.72,21.69,20.47,16.66,21.65,45.88,48.65,46.87,44.44,42.5,36.31,32.08,27.78,23.54,21.5,11.0,13.55,15.69,15.69,42.2,23.8,29.33,24.33,71.12676056338029%,46.666666666666664%
916,2021-03-20,14:30,Exeter,47,Leicester,31,Sandy Park,Jack Makepeace,78,H,Sat,Mar,2021,2020-21,25.53,20.79,46.32,25.91,27.48,26.85,27.78,27.71,20.79,23.14,22.77,16.66,21.65,46.7,50.62,49.62,44.44,29.12,29.29,33.62,27.78,23.54,25.71,26.85,19.22,15.69,15.69,18.8,15.2,29.33,24.33,71.12676056338029%,46.666666666666664%
917,2022-03-27,15:00,Exeter,17,Leicester,22,Sandy Park,Luke Pearce,39,A,Sun,Mar,2022,2021-22,25.53,20.79,46.32,25.91,28.22,27.83,27.78,27.71,20.79,24.39,23.63,16.66,21.65,46.7,52.61,51.46,44.44,29.12,27.55,26.08,27.78,23.54,25.71,23.77,28.67,15.69,15.69,21.2,16.4,29.33,24.33,71.12676056338029%,46.666666666666664%
918,2022-09-10,15:00,Exeter,24,Leicester,20,Sandy Park,Christophe Ridley,44,H,Sat,Sep,2022,2022-23,25.53,20.79,46.32,27.03,28.22,28.32,27.78,27.71,22.25,24.39,25.77,16.66,21.65,49.28,52.61,54.09,44.44,27.91,27.55,27.25,27.78,23.54,21.71,23.77,25.0,15.69,15.69,29.8,21.8,29.33,24.33,71.12676056338029%,46.666666666666664%
919,2011-09-11,14:15,Wasps,35,Leicester,29,Adams Park,Andrew Small,64,H,Sun,Sep,2011,2011-12,25.53,20.79,46.32,27.03,23.01,22.71,23.95,27.82,22.25,18.59,18.7,20.6,21.65,49.28,41.59,41.41,44.56,35.35,23.64,17.45,23.95,29.38,21.71,24.92,28.25,20.75,22.08,23.6,24.6,33.67,19.33,62.121212121212125%,46.666666666666664%
920,2012-11-25,14:30,Wasps,14,Leicester,12,Adams Park,N/A,26,H,Sun,Nov,2012,2012-13,25.53,20.79,46.32,22.73,22.83,24.81,23.95,27.82,18.47,18.33,19.37,20.6,21.65,41.2,41.17,44.19,44.56,28.23,20.33,25.82,23.95,29.38,15.45,25.33,22.27,20.75,22.08,26.4,19.0,33.67,19.33,62.121212121212125%,46.666666666666664%
921,2013-10-27,14:00,Wasps,22,Leicester,12,Adams Park,Andrew Small,34,H,Sun,Oct,2013,2013-14,25.53,20.79,46.32,24.99,23.78,22.18,23.95,27.82,20.42,18.95,19.22,20.6,21.65,45.42,42.72,41.4,44.56,26.76,21.2,22.45,23.95,29.38,24.7,19.9,22.75,20.75,22.08,21.6,23.4,33.67,19.33,62.121212121212125%,46.666666666666664%
922,2015-05-09,15:15,Wasps,21,Leicester,26,Ricoh Arena,Wayne Barnes,47,A,Sat,May,2015,2014-15,25.53,20.79,46.32,29.94,25.84,27.21,30.23,27.82,22.83,20.54,20.83,21.71,21.65,52.77,46.38,48.04,51.93,25.11,26.6,35.18,30.23,29.38,23.0,16.11,16.58,23.88,22.08,32.6,19.6,33.67,19.33,62.121212121212125%,46.666666666666664%
923,2016-03-12,13:45,Wasps,36,Leicester,24,Ricoh Arena,Greg Garner,60,H,Sat,Mar,2016,2015-16,25.53,20.79,46.32,25.91,24.56,23.9,30.23,27.82,20.79,19.5,19.54,21.71,21.65,46.7,44.06,43.44,51.93,25.65,37.21,27.82,30.23,29.38,25.71,19.93,19.92,23.88,22.08,25.2,21.4,33.67,19.33,62.121212121212125%,46.666666666666664%
924,2017-01-08,15:00,Wasps,22,Leicester,16,Ricoh Arena,Craig Maxwell-Keys,38,H,Sun,Jan,2017,2016-17,25.53,20.79,46.32,23.57,27.61,26.22,30.23,27.82,19.12,21.88,21.22,21.71,21.65,42.69,49.49,47.44,51.93,24.43,30.55,36.0,30.23,29.38,15.89,23.25,22.58,23.88,22.08,44.4,19.2,33.67,19.33,62.121212121212125%,46.666666666666664%
925,2017-05-20,17:15,Wasps,21,Leicester,20,Ricoh Arena,Matthew Carley,41,H,Sat,May,2017,2016-17,25.53,20.79,46.32,29.94,27.61,26.22,30.23,27.82,22.83,21.88,21.22,21.71,21.65,52.77,49.49,47.44,51.93,25.11,30.55,36.0,30.23,29.38,23.0,23.25,22.58,23.88,22.08,32.8,23.2,33.67,19.33,62.121212121212125%,46.666666666666664%
926,2017-12-02,16:30,Wasps,32,Leicester,25,Ricoh Arena,Thomas Foley,57,H,Sat,Dec,2017,2017-18,25.53,20.79,46.32,24.03,27.61,26.46,30.23,27.82,19.75,21.88,22.11,21.71,21.65,43.78,49.49,48.57,51.93,27.36,30.55,29.0,30.23,29.38,21.8,23.25,25.36,23.88,22.08,25.2,18.8,33.67,19.33,62.121212121212125%,46.666666666666664%
927,2018-09-16,15:00,Wasps,41,Leicester,35,Ricoh Arena,Ian Tempest,76,H,Sun,Sep,2018,2018-19,25.53,20.79,46.32,27.03,26.3,26.84,30.23,27.82,22.25,22.3,21.13,21.71,21.65,49.28,48.6,47.97,51.93,35.35,25.7,24.73,30.23,29.38,21.71,22.82,16.09,23.88,22.08,26.8,21.8,33.67,19.33,62.121212121212125%,46.666666666666664%
928,2020-09-09,17:30,Wasps,54,Leicester,7,Ricoh Arena,Karl Dickson,61,H,Wed,Sep,2020,2019-20,25.53,20.79,46.32,27.03,26.97,26.4,30.23,27.82,22.25,21.69,20.47,21.71,21.65,49.28,48.65,46.87,51.93,35.35,38.09,38.08,30.23,29.38,21.71,11.0,13.55,23.88,22.08,34.6,20.8,33.67,19.33,62.121212121212125%,46.666666666666664%
929,2021-06-12,15:00,Wasps,31,Leicester,38,Ricoh Arena,N/A,69,A,Sat,Jun,2021,2020-21,25.53,20.79,46.32,35.62,27.48,26.85,30.23,27.82,24.0,23.14,22.77,21.71,21.65,59.62,50.62,49.62,51.93,31.0,25.93,22.64,30.23,29.38,38.0,26.85,19.22,23.88,22.08,22.0,20.8,33.67,19.33,62.121212121212125%,46.666666666666664%
930,2022-01-09,15:00,Wasps,16,Leicester,13,Coventry Building Society Arena,Tom Foley,29,H,Sun,Jan,2022,2021-22,25.53,20.79,46.32,23.57,28.22,27.83,27.29,27.82,19.12,24.39,23.63,22.71,21.65,42.69,52.61,51.46,50.0,24.43,25.25,28.17,27.29,29.38,15.89,23.77,28.67,13.0,22.08,27.2,27.6,33.67,19.33,62.121212121212125%,46.666666666666664%
931,2011-11-26,14:15,Gloucester,14,Leicester,19,Kingsholm,N/A,33,A,Sat,Nov,2011,2011-12,25.53,20.79,46.32,22.73,23.01,22.71,26.32,26.32,18.47,18.59,18.7,20.47,21.65,41.2,41.59,41.41,46.79,24.33,31.5,25.18,26.32,25.42,15.45,24.92,28.25,21.67,21.67,34.0,16.0,28.67,27.67,63.07692307692307%,46.666666666666664%
932,2012-10-27,16:45,Gloucester,27,Leicester,21,Kingsholm,N/A,48,H,Sat,Oct,2012,2012-13,25.53,20.79,46.32,24.99,22.83,24.81,26.32,26.32,20.42,18.33,19.37,20.47,21.65,45.42,41.17,44.19,46.79,24.06,23.64,21.73,26.32,25.42,24.7,25.33,22.27,21.67,21.67,20.6,21.8,28.67,27.67,63.07692307692307%,46.666666666666664%
933,2013-11-29,19:45,Gloucester,17,Leicester,22,Kingsholm,Greg Garner,39,A,Fri,Nov,2013,2013-14,25.53,20.79,46.32,22.73,23.78,22.18,26.32,26.32,18.47,18.95,19.22,20.47,21.65,41.2,42.72,41.4,46.79,24.33,19.45,21.91,26.32,25.42,15.45,19.9,22.75,21.67,21.67,22.4,26.0,28.67,27.67,63.07692307692307%,46.666666666666664%
934,2014-10-04,15:15,Gloucester,33,Leicester,16,Kingsholm,Andrew Small,49,H,Sat,Oct,2014,2014-15,25.53,20.79,46.32,24.99,25.03,27.21,26.32,26.32,20.42,20.78,20.83,20.47,21.65,45.42,45.81,48.04,46.79,24.06,24.64,29.55,26.32,25.42,24.7,23.46,16.58,21.67,21.67,30.2,26.6,28.67,27.67,63.07692307692307%,46.666666666666664%
935,2016-01-30,15:00,Gloucester,18,Leicester,19,Kingsholm,JP Doyle,37,A,Sat,Jan,2016,2015-16,25.53,20.79,46.32,23.57,24.56,23.9,26.32,26.32,19.12,19.5,19.54,20.47,21.65,42.69,44.06,43.44,46.79,23.67,21.38,20.73,26.32,25.42,15.89,19.93,19.92,21.67,21.67,24.8,17.0,28.67,27.67,63.07692307692307%,46.666666666666664%
936,2016-09-02,19:45,Gloucester,31,Leicester,38,Kingsholm,Wayne Barnes,69,A,Fri,Sep,2016,2016-17,25.53,20.79,46.32,27.03,24.56,26.22,26.32,26.32,22.25,19.5,21.22,20.47,21.65,49.28,44.06,47.44,46.79,25.19,21.38,26.91,26.32,25.42,21.71,19.93,22.58,21.67,21.67,18.6,14.0,28.67,27.67,63.07692307692307%,46.666666666666664%
937,2018-02-10,14:30,Gloucester,24,Leicester,17,Kingsholm,JP Doyle,41,H,Sat,Feb,2018,2017-18,25.53,20.79,46.32,24.06,26.3,26.46,26.32,26.32,19.15,22.3,22.11,20.47,21.65,43.21,48.6,48.57,46.79,26.11,27.27,26.27,26.32,25.42,16.95,22.82,25.36,21.67,21.67,27.0,18.2,28.67,27.67,63.07692307692307%,46.666666666666664%
938,2018-11-16,19:45,Gloucester,36,Leicester,13,Kingsholm,Ian Tempest,49,H,Fri,Nov,2018,2018-19,25.53,20.79,46.32,22.73,26.3,26.84,26.32,26.32,18.47,22.3,21.13,20.47,21.65,41.2,48.6,47.97,46.79,24.33,27.27,28.18,26.32,25.42,15.45,22.82,16.09,21.67,21.67,28.8,21.6,28.67,27.67,63.07692307692307%,46.666666666666664%
939,2020-08-30,16:30,Gloucester,46,Leicester,30,Kingsholm,Matthew Carley,76,H,Sun,Aug,2020,2019-20,25.53,20.79,46.32,24.16,26.97,26.4,26.32,26.32,21.72,21.69,20.47,20.47,21.65,45.88,48.65,46.87,46.79,35.0,27.33,25.5,26.32,25.42,21.5,11.0,13.55,21.67,21.67,24.2,20.0,28.67,27.67,63.07692307692307%,46.666666666666664%
