date,time,team1Name,team1Score,team1Bps,team2Name,team2Score,team2Bps,venue,referee,totalScore,winner,extraTime,hour,day,month,year,season,team1Tries,team1Conversions,team1Penalties,team1DropGoals,team2Tries,team2Conversions,team2Penalties,team2DropGoals
16-Oct-21,15:00,Bristol,5,0,Newcastle,13,0,Kingston Park,Christophe Ridley,18,H,N,15,Sat,Oct,2021,2021-22,1,0,0,0,1,1,2,0
16-Oct-21,15:00,Wasps,23,1,Exeter,27,1,Coventry Building Society Arena,Wayne Barnes,50,A,N,15,Sat,Oct,2021,2021-22,2,2,3,0,4,2,1,0
16-Oct-21,15:00,Exeter,27,1,Wasps,23,1,Coventry Building Society Arena,Wayne Barnes,50,A,N,15,Sat,Oct,2021,2021-22,4,2,1,0,2,2,3,0
16-Oct-21,15:00,Worcester,3,0,Leicester,48,1,Sixways,Luke Pearce,51,A,N,15,Sat,Oct,2021,2021-22,0,0,1,0,7,5,1,0
16-Oct-21,15:00,Leicester,48,1,Worcester,3,0,Sixways,Luke Pearce,51,A,N,15,Sat,Oct,2021,2021-22,7,5,1,0,0,0,1,0
17-Oct-21,15:00,Bath,17,0,Saracens,71,1,Recreation Ground,Jack Makepeace,88,A,N,15,Sun,Oct,2021,2021-22,3,1,0,0,10,9,1,0
17-Oct-21,15:00,Saracens,71,1,Bath,17,0,Recreation Ground,Jack Makepeace,88,A,N,15,Sun,Oct,2021,2021-22,10,9,1,0,3,1,0,0
17-Oct-21,15:00,London Irish,25,0,Gloucester,25,0,Brentford Community Stadium,Karl Dickson,50,D,N,15,Sun,Oct,2021,2021-22,3,2,2,0,3,2,2,0
17-Oct-21,15:00,Gloucester,25,0,London Irish,25,0,Brentford Community Stadium,Karl Dickson,50,D,N,15,Sun,Oct,2021,2021-22,3,2,2,0,3,2,2,0
22-Oct-21,19:45,Northampton,66,1,Worcester,10,0,Franklin's Gardens,Ian Tempest,76,H,N,19,Fri,Oct,2021,2021-22,10,8,0,0,1,1,1,0
22-Oct-21,19:45,Worcester,10,0,Northampton,66,1,Franklin's Gardens,Ian Tempest,76,H,N,19,Fri,Oct,2021,2021-22,1,1,1,0,10,8,0,0
23-Oct-21,15:00,Exeter,21,0,London Irish,33,1,Sandy Park,Hamish Smales,54,A,N,15,Sat,Oct,2021,2021-22,3,3,0,0,5,4,0,0
23-Oct-21,15:00,London Irish,33,1,Exeter,21,0,Sandy Park,Hamish Smales,54,A,N,15,Sat,Oct,2021,2021-22,5,4,0,0,3,3,0,0
23-Oct-21,15:00,Gloucester,29,0,Newcastle,20,0,Kingsholm,Wayne Barnes,49,H,N,15,Sat,Oct,2021,2021-22,2,2,5,0,2,2,2,0
23-Oct-21,15:00,Newcastle,20,0,Gloucester,29,0,Kingsholm,Wayne Barnes,49,H,N,15,Sat,Oct,2021,2021-22,2,2,2,0,2,2,5,0
23-Oct-21,15:00,Harlequins,31,1,Bath,17,0,Twickenham Stoop,Luke Pearce,48,H,N,15,Sat,Oct,2021,2021-22,5,3,0,0,2,2,1,0
23-Oct-21,15:00,Bath,17,0,Harlequins,31,1,Twickenham Stoop,Luke Pearce,48,H,N,15,Sat,Oct,2021,2021-22,2,2,1,0,5,3,0,0
23-Oct-21,15:00,Leicester,19,0,Sale,11,0,Welford Road,Karl Dickson,30,H,N,15,Sat,Oct,2021,2021-22,1,1,4,0,1,0,2,0
23-Oct-21,15:00,Sale,11,0,Leicester,19,0,Welford Road,Karl Dickson,30,H,N,15,Sat,Oct,2021,2021-22,1,0,2,0,1,1,4,0
24-Oct-21,15:00,Saracens,56,1,Wasps,15,0,StoneX Stadium,Matthew Carley,71,H,N,15,Sun,Oct,2021,2021-22,8,5,2,0,2,1,1,0
24-Oct-21,15:00,Wasps,15,0,Saracens,56,1,StoneX Stadium,Matthew Carley,71,H,N,15,Sun,Oct,2021,2021-22,2,1,1,0,8,5,2,0
29-Oct-21,19:45,Gloucester,13,1,Exeter,16,0,Kingsholm,Christophe Ridley,29,A,N,19,Fri,Oct,2021,2021-22,1,1,2,0,2,0,2,0
29-Oct-21,19:45,Exeter,16,0,Gloucester,13,1,Kingsholm,Christophe Ridley,29,A,N,19,Fri,Oct,2021,2021-22,2,0,2,0,1,1,2,0
30-Oct-21,15:00,Bath,17,0,Wasps,27,0,Recreation Ground,Ian Tempest,44,A,N,15,Sat,Oct,2021,2021-22,2,2,1,0,3,3,2,0
30-Oct-21,15:00,Wasps,27,0,Bath,17,0,Recreation Ground,Ian Tempest,44,A,N,15,Sat,Oct,2021,2021-22,3,3,2,0,2,2,1,0
30-Oct-21,15:00,London Irish,33,1,Bristol,45,1,Brentford Community Stadium,Matthew Carley,78,A,N,15,Sat,Oct,2021,2021-22,5,4,0,0,5,4,4,0
30-Oct-21,15:00,Bristol,45,1,London Irish,33,1,Brentford Community Stadium,Matthew Carley,78,A,N,15,Sat,Oct,2021,2021-22,5,4,4,0,5,4,0,0
30-Oct-21,15:00,Northampton,26,1,Leicester,55,1,Franklin's Gardens,Tom Foley,81,A,N,15,Sat,Oct,2021,2021-22,4,3,0,0,7,4,3,1
30-Oct-21,15:00,Leicester,55,1,Northampton,26,1,Franklin's Gardens,Tom Foley,81,A,N,15,Sat,Oct,2021,2021-22,7,4,3,1,4,3,0,0
30-Oct-21,15:00,Worcester,27,1,Sale,14,0,Sixways,Luke Pearce,41,H,N,15,Sat,Oct,2021,2021-22,4,2,1,0,2,2,0,0
30-Oct-21,15:00,Sale,14,0,Worcester,27,1,Sixways,Luke Pearce,41,H,N,15,Sat,Oct,2021,2021-22,2,2,0,0,4,2,1,0
31-Oct-21,15:00,Harlequins,22,1,Saracens,29,0,Twickenham Stoop,Craig Maxwell-Keys,51,A,N,15,Sun,Oct,2021,2021-22,3,2,0,1,2,2,5,0
31-Oct-21,15:00,Saracens,29,0,Harlequins,22,1,Twickenham Stoop,Craig Maxwell-Keys,51,A,N,15,Sun,Oct,2021,2021-22,2,2,5,0,3,2,0,1
05-Nov-21,19:45,Leicester,40,1,Bath,23,0,Welford Road,Matthew Carley,63,H,N,19,Fri,Nov,2021,2021-22,4,4,4,0,2,2,3,0
05-Nov-21,19:45,Bath,23,0,Leicester,40,1,Welford Road,Matthew Carley,63,H,N,19,Fri,Nov,2021,2021-22,2,2,3,0,4,4,4,0
06-Nov-21,15:00,Bristol,27,1,Worcester,5,0,Ashton Gate,Craig Maxwell-Keys,32,H,N,15,Sat,Nov,2021,2021-22,4,2,1,0,1,0,0,0
06-Nov-21,15:00,Worcester,5,0,Bristol,27,1,Ashton Gate,Craig Maxwell-Keys,32,H,N,15,Sat,Nov,2021,2021-22,1,0,0,0,4,2,1,0
06-Nov-21,15:00,Saracens,34,1,London Irish,34,1,StoneX Stadium,Ian Tempest,68,D,N,15,Sat,Nov,2021,2021-22,5,3,1,0,5,3,1,0
06-Nov-21,15:00,London Irish,34,1,Saracens,34,1,StoneX Stadium,Ian Tempest,68,D,N,15,Sat,Nov,2021,2021-22,5,3,1,0,5,3,1,0
06-Nov-21,17:00,Sale,30,0,Northampton,6,0,AJ Bell Stadium,Anthony Woodthorpe,36,H,N,17,Sat,Nov,2021,2021-22,3,3,3,0,0,0,2,0
06-Nov-21,17:00,Northampton,6,0,Sale,30,0,AJ Bell Stadium,Anthony Woodthorpe,36,H,N,17,Sat,Nov,2021,2021-22,0,0,2,0,3,3,3,0
06-Nov-21,17:30,Exeter,14,1,Newcastle,15,0,Sandy Park,Andrew Jackson,29,A,N,17,Sat,Nov,2021,2021-22,2,2,0,0,2,1,1,0
06-Nov-21,17:30,Newcastle,15,0,Exeter,14,1,Sandy Park,Andrew Jackson,29,A,N,17,Sat,Nov,2021,2021-22,2,1,1,0,2,2,0,0
07-Nov-21,16:30,Wasps,16,0,Harlequins,26,1,Coventry Building Society Arena,Wayne Barnes,42,A,N,16,Sun,Nov,2021,2021-22,1,1,3,0,4,3,0,0
07-Nov-21,16:30,Harlequins,26,1,Wasps,16,0,Coventry Building Society Arena,Wayne Barnes,42,A,N,16,Sun,Nov,2021,2021-22,4,3,0,0,1,1,3,0
26-Nov-21,19:45,Bath,16,1,Exeter,23,0,Recreation Ground,Matthew Carley,39,A,N,19,Fri,Nov,2021,2021-22,1,1,3,0,2,2,3,0
26-Nov-21,19:45,Exeter,23,0,Bath,16,1,Recreation Ground,Matthew Carley,39,A,N,19,Fri,Nov,2021,2021-22,2,2,3,0,1,1,3,0
26-Nov-21,19:45,Bristol,20,0,Northampton,36,1,Ashton Gate,Karl Dickson,56,A,N,19,Fri,Nov,2021,2021-22,2,2,2,0,4,2,4,0
26-Nov-21,19:45,Northampton,36,1,Bristol,20,0,Ashton Gate,Karl Dickson,56,A,N,19,Fri,Nov,2021,2021-22,4,2,4,0,2,2,2,0
26-Nov-21,19:45,Wasps,33,2,Gloucester,35,1,Coventry Building Society Arena,Luke Pearce,68,A,N,19,Fri,Nov,2021,2021-22,5,4,0,0,4,3,3,0
26-Nov-21,19:45,Gloucester,35,1,Wasps,33,2,Coventry Building Society Arena,Luke Pearce,68,A,N,19,Fri,Nov,2021,2021-22,4,3,3,0,5,4,0,0
27-Nov-21,15:00,Harlequins,19,1,London Irish,22,0,Twickenham Stoop,Christophe Ridley,41,A,N,15,Sat,Nov,2021,2021-22,3,2,0,0,3,2,1,0
27-Nov-21,15:00,London Irish,22,0,Harlequins,19,1,Twickenham Stoop,Christophe Ridley,41,A,N,15,Sat,Nov,2021,2021-22,3,2,1,0,3,2,0,0
27-Nov-21,18:00,Newcastle,24,1,Worcester,24,0,Kingston Park,Wayne Barnes,48,D,N,18,Sat,Nov,2021,2021-22,4,2,0,0,3,3,1,0
27-Nov-21,18:00,Worcester,24,0,Newcastle,24,1,Kingston Park,Wayne Barnes,48,D,N,18,Sat,Nov,2021,2021-22,3,3,1,0,4,2,0,0
28-Nov-21,15:00,Saracens,25,0,Sale,14,0,StoneX Stadium,Tom Foley,39,H,N,15,Sun,Nov,2021,2021-22,3,2,2,0,2,2,0,0
28-Nov-21,15:00,Sale,14,0,Saracens,25,0,StoneX Stadium,Tom Foley,39,H,N,15,Sun,Nov,2021,2021-22,2,2,0,0,3,2,2,0
03-Dec-21,19:45,Gloucester,27,1,Bristol,10,0,Kingsholm,Christophe Ridley,37,H,N,19,Fri,Dec,2021,2021-22,4,1,1,0,1,1,1,0
03-Dec-21,19:45,Bristol,10,0,Gloucester,27,1,Kingsholm,Christophe Ridley,37,H,N,19,Fri,Dec,2021,2021-22,1,1,1,0,4,1,1,0
04-Dec-21,15:00,Exeter,18,0,Saracens,15,1,Sandy Park,Luke Pearce,33,H,N,15,Sat,Dec,2021,2021-22,2,1,2,0,0,0,5,0
04-Dec-21,15:00,Saracens,15,1,Exeter,18,0,Sandy Park,Luke Pearce,33,H,N,15,Sat,Dec,2021,2021-22,0,0,5,0,2,1,2,0
04-Dec-21,15:00,London Irish,43,1,Newcastle,21,0,Brentford Community Stadium,Craig Maxwell-Keys,64,H,N,15,Sat,Dec,2021,2021-22,6,5,1,0,3,3,0,0
04-Dec-21,15:00,Newcastle,21,0,London Irish,43,1,Brentford Community Stadium,Craig Maxwell-Keys,64,H,N,15,Sat,Dec,2021,2021-22,3,3,0,0,6,5,1,0
04-Dec-21,15:00,Northampton,40,1,Bath,19,0,Franklin's Gardens,Karl Dickson,59,H,N,15,Sat,Dec,2021,2021-22,6,5,0,0,3,2,0,0
04-Dec-21,15:00,Bath,19,0,Northampton,40,1,Franklin's Gardens,Karl Dickson,59,H,N,15,Sat,Dec,2021,2021-22,3,2,0,0,6,5,0,0
04-Dec-21,15:00,Worcester,32,1,Wasps,31,2,Sixways,Tom Foley,63,H,N,15,Sat,Dec,2021,2021-22,4,3,2,0,5,3,0,0
04-Dec-21,15:00,Wasps,31,2,Worcester,32,1,Sixways,Tom Foley,63,H,N,15,Sat,Dec,2021,2021-22,5,3,0,0,4,3,2,0
05-Dec-21,15:00,Leicester,16,0,Harlequins,14,1,Welford Road,Ian Tempest,30,H,N,15,Sun,Dec,2021,2021-22,1,1,3,0,1,0,3,0
05-Dec-21,15:00,Harlequins,14,1,Leicester,16,0,Welford Road,Ian Tempest,30,H,N,15,Sun,Dec,2021,2021-22,1,0,3,0,1,1,3,0
26-Dec-21,14:00,Bristol,26,1,Leicester,28,0,Ashton Gate,Tom Foley,54,A,N,14,Sun,Dec,2021,2021-22,2,2,4,0,3,2,3,0
26-Dec-21,14:00,Leicester,28,0,Bristol,26,1,Ashton Gate,Tom Foley,54,A,N,14,Sun,Dec,2021,2021-22,3,2,3,0,2,2,4,0
26-Dec-21,15:00,Newcastle,Cancelled,0,Sale,Cancelled,0,Kingston Park,Unknown,N/A,N/A,N,15,Sun,Dec,2021,2021-22,0,0,0,0,0,0,0,0
26-Dec-21,15:00,Sale,Cancelled,0,Newcastle,Cancelled,0,Kingston Park,Unknown,N/A,N/A,N,15,Sun,Dec,2021,2021-22,0,0,0,0,0,0,0,0
26-Dec-21,15:00,Saracens,61,1,Worcester,29,1,StoneX Stadium,Christophe Ridley,90,H,N,15,Sun,Dec,2021,2021-22,9,8,0,0,5,2,0,0
26-Dec-21,15:00,Worcester,29,1,Saracens,61,1,StoneX Stadium,Christophe Ridley,90,H,N,15,Sun,Dec,2021,2021-22,5,2,0,0,9,8,0,0
26-Dec-21,15:00,Wasps,38,1,London Irish,30,1,Coventry Building Society Arena,Craig Maxwell-Keys,68,H,N,15,Sun,Dec,2021,2021-22,4,3,4,0,5,1,1,0
26-Dec-21,15:00,London Irish,30,1,Wasps,38,1,Coventry Building Society Arena,Craig Maxwell-Keys,68,H,N,15,Sun,Dec,2021,2021-22,5,1,1,0,4,3,4,0
26-Dec-21,16:30,Bath,20,0,Gloucester,40,1,Recreation Ground,Matthew Carley,60,A,N,16,Sun,Dec,2021,2021-22,2,2,2,0,6,4,0,0
26-Dec-21,16:30,Gloucester,40,1,Bath,20,0,Recreation Ground,Matthew Carley,60,A,N,16,Sun,Dec,2021,2021-22,6,4,0,0,2,2,2,0
27-Dec-21,17:00,Harlequins,41,1,Northampton,27,0,Twickenham Stadium,Wayne Barnes,68,H,N,17,Mon,Dec,2021,2021-22,6,4,1,0,3,3,2,0
27-Dec-21,17:00,Northampton,27,0,Harlequins,41,1,Twickenham Stadium,Wayne Barnes,68,H,N,17,Mon,Dec,2021,2021-22,3,3,2,0,6,4,1,0
01-Jan-22,14:00,Sale,26,1,Wasps,18,0,AJ Bell Stadium,Ian Tempest,44,H,N,14,Sat,Jan,2022,2021-22,4,3,0,0,2,1,2,0
01-Jan-22,14:00,Wasps,18,0,Sale,26,1,AJ Bell Stadium,Ian Tempest,44,H,N,14,Sat,Jan,2022,2021-22,2,1,2,0,4,3,0,0
01-Jan-22,16:30,Exeter,19,0,Bristol,13,1,Sandy Park,Luke Pearce,32,H,N,16,Sat,Jan,2022,2021-22,3,2,0,0,1,1,2,0
01-Jan-22,16:30,Bristol,13,1,Exeter,19,0,Sandy Park,Luke Pearce,32,H,N,16,Sat,Jan,2022,2021-22,1,1,2,0,3,2,0,0
02-Jan-22,15:00,Gloucester,17,1,Harlequins,20,0,Kingsholm,Tom Foley,37,A,N,15,Sun,Jan,2022,2021-22,2,2,1,0,2,2,2,0
02-Jan-22,15:00,Harlequins,20,0,Gloucester,17,1,Kingsholm,Tom Foley,37,A,N,15,Sun,Jan,2022,2021-22,2,2,2,0,2,2,1,0
02-Jan-22,15:00,Leicester,31,1,Newcastle,0,0,Welford Road,Jack Makepeace,31,H,N,15,Sun,Jan,2022,2021-22,4,4,1,0,0,0,0,0
02-Jan-22,15:00,Newcastle,0,0,Leicester,31,1,Welford Road,Jack Makepeace,31,H,N,15,Sun,Jan,2022,2021-22,0,0,0,0,4,4,1,0
02-Jan-22,15:00,Northampton,6,0,Saracens,30,0,Franklin's Gardens,Adam Leal,36,A,N,15,Sun,Jan,2022,2021-22,0,0,2,0,3,3,3,0
02-Jan-22,15:00,Saracens,30,0,Northampton,6,0,Franklin's Gardens,Adam Leal,36,A,N,15,Sun,Jan,2022,2021-22,3,3,3,0,0,0,2,0
03-Jan-22,15:00,London Irish,Cancelled,0,Bath,Cancelled,0,Brentford Community Stadium,Unknown,N/A,N/A,N,15,Mon,Jan,2022,2021-22,0,0,0,0,0,0,0,0
03-Jan-22,15:00,Bath,Cancelled,0,London Irish,Cancelled,0,Brentford Community Stadium,Unknown,N/A,N/A,N,15,Mon,Jan,2022,2021-22,0,0,0,0,0,0,0,0
07-Jan-22,19:45,Bristol,32,1,Sale,15,0,Ashton Gate,Wayne Barnes,47,H,N,19,Fri,Jan,2022,2021-22,4,3,2,0,2,1,1,0
07-Jan-22,19:45,Sale,15,0,Bristol,32,1,Ashton Gate,Wayne Barnes,47,H,N,19,Fri,Jan,2022,2021-22,2,1,1,0,4,3,2,0
08-Jan-22,15:00,Harlequins,14,0,Exeter,12,1,Twickenham Stoop,Ian Tempest,26,H,N,15,Sat,Jan,2022,2021-22,2,2,0,0,2,1,0,0
08-Jan-22,15:00,Exeter,12,1,Harlequins,14,0,Twickenham Stoop,Ian Tempest,26,H,N,15,Sat,Jan,2022,2021-22,2,1,0,0,2,2,0,0
08-Jan-22,15:00,Newcastle,8,0,Northampton,44,1,Kingston Park,Matthew Carley,52,A,N,15,Sat,Jan,2022,2021-22,1,0,1,0,5,5,2,1
08-Jan-22,15:00,Northampton,44,1,Newcastle,8,0,Kingston Park,Matthew Carley,52,A,N,15,Sat,Jan,2022,2021-22,5,5,2,1,1,0,1,0
08-Jan-22,15:00,Saracens,24,2,Gloucester,25,0,StoneX Stadium,Karl Dickson,49,A,N,15,Sat,Jan,2022,2021-22,4,2,0,0,3,2,2,0
08-Jan-22,15:00,Gloucester,25,0,Saracens,24,2,StoneX Stadium,Karl Dickson,49,A,N,15,Sat,Jan,2022,2021-22,3,2,2,0,4,2,0,0
09-Jan-22,15:00,Bath,22,0,Worcester,19,1,Recreation Ground,Craig Maxwell-Keys,41,H,N,15,Sun,Jan,2022,2021-22,3,2,1,0,3,2,0,0
09-Jan-22,15:00,Worcester,19,1,Bath,22,0,Recreation Ground,Craig Maxwell-Keys,41,H,N,15,Sun,Jan,2022,2021-22,3,2,0,0,3,2,1,0
09-Jan-22,15:00,Wasps,16,0,Leicester,13,1,Coventry Building Society Arena,Tom Foley,29,H,N,15,Sun,Jan,2022,2021-22,1,0,3,0,1,1,2,0
09-Jan-22,15:00,Leicester,13,1,Wasps,16,0,Coventry Building Society Arena,Tom Foley,29,H,N,15,Sun,Jan,2022,2021-22,1,1,2,0,1,0,3,0
28-Jan-22,19:45,Bath,21,0,Harlequins,17,1,Recreation Ground,Tom Foley,38,H,N,19,Fri,Jan,2022,2021-22,2,1,3,0,3,1,0,0
28-Jan-22,19:45,Harlequins,17,1,Bath,21,0,Recreation Ground,Tom Foley,38,H,N,19,Fri,Jan,2022,2021-22,3,1,0,0,2,1,3,0
29-Jan-22,15:00,London Irish,18,0,Exeter,14,1,Brentford Community Stadium,Matthew Carley,32,H,N,15,Sat,Jan,2022,2021-22,2,1,2,0,2,2,0,0
29-Jan-22,15:00,Exeter,14,1,London Irish,18,0,Brentford Community Stadium,Matthew Carley,32,H,N,15,Sat,Jan,2022,2021-22,2,2,0,0,2,1,2,0
29-Jan-22,15:00,Worcester,13,0,Northampton,29,1,Sixways,Ian Tempest,42,A,N,15,Sat,Jan,2022,2021-22,2,0,1,0,4,3,1,0
29-Jan-22,15:00,Northampton,29,1,Worcester,13,0,Sixways,Ian Tempest,42,A,N,15,Sat,Jan,2022,2021-22,4,3,1,0,2,0,1,0
29-Jan-22,19:00,Newcastle,22,0,Gloucester,32,1,Kingston Park,Jack Makepeace,54,A,N,19,Sat,Jan,2022,2021-22,3,2,1,0,5,2,1,0
29-Jan-22,19:00,Gloucester,32,1,Newcastle,22,0,Kingston Park,Jack Makepeace,54,A,N,19,Sat,Jan,2022,2021-22,5,2,1,0,3,2,1,0
30-Jan-22,15:00,Sale,35,1,Leicester,26,0,AJ Bell Stadium,Craig Maxwell-Keys,61,H,N,15,Sun,Jan,2022,2021-22,5,2,2,0,3,1,3,0
30-Jan-22,15:00,Leicester,26,0,Sale,35,1,AJ Bell Stadium,Craig Maxwell-Keys,61,H,N,15,Sun,Jan,2022,2021-22,3,1,3,0,5,2,2,0
30-Jan-22,15:00,Wasps,26,0,Saracens,20,1,Coventry Building Society Arena,Karl Dickson,46,H,N,15,Sun,Jan,2022,2021-22,2,2,4,0,3,1,1,0
30-Jan-22,15:00,Saracens,20,1,Wasps,26,0,Coventry Building Society Arena,Karl Dickson,46,H,N,15,Sun,Jan,2022,2021-22,3,1,1,0,2,2,4,0
04-Feb-22,19:45,Gloucester,24,0,London Irish,7,0,Kingsholm,Karl Dickson,31,H,N,19,Fri,Feb,2022,2021-22,3,3,1,0,1,1,0,0
04-Feb-22,19:45,London Irish,7,0,Gloucester,24,0,Kingsholm,Karl Dickson,31,H,N,19,Fri,Feb,2022,2021-22,1,1,0,0,3,3,1,0
05-Feb-22,14:00,Bristol,37,1,Newcastle,21,0,Ashton Gate,Matthew Carley,58,H,N,14,Sat,Feb,2022,2021-22,4,4,3,0,3,2,0,0
05-Feb-22,14:00,Newcastle,21,0,Bristol,37,1,Ashton Gate,Matthew Carley,58,H,N,14,Sat,Feb,2022,2021-22,3,2,0,0,4,4,3,0
05-Feb-22,14:30,Exeter,26,2,Wasps,27,1,Sandy Park,Wayne Barnes,53,A,N,14,Sat,Feb,2022,2021-22,4,3,0,0,4,2,1,0
05-Feb-22,14:30,Wasps,27,1,Exeter,26,2,Sandy Park,Wayne Barnes,53,A,N,14,Sat,Feb,2022,2021-22,4,2,1,0,4,3,0,0
05-Feb-22,15:00,Leicester,36,1,Worcester,16,0,Welford Road,Luke Pearce,52,H,N,15,Sat,Feb,2022,2021-22,5,3,1,0,1,1,3,0
05-Feb-22,15:00,Worcester,16,0,Leicester,36,1,Welford Road,Luke Pearce,52,H,N,15,Sat,Feb,2022,2021-22,1,1,3,0,5,3,1,0
05-Feb-22,15:00,Saracens,40,1,Bath,3,0,StoneX Stadium,Sara Cox,43,H,N,15,Sat,Feb,2022,2021-22,5,3,3,0,0,0,1,0
05-Feb-22,15:00,Bath,3,0,Saracens,40,1,StoneX Stadium,Sara Cox,43,H,N,15,Sat,Feb,2022,2021-22,0,0,1,0,5,3,3,0
06-Feb-22,13:00,Harlequins,14,0,Sale,36,1,Twickenham Stoop,Ian Tempest,50,A,N,13,Sun,Feb,2022,2021-22,2,2,0,0,5,4,1,0
06-Feb-22,13:00,Sale,36,1,Harlequins,14,0,Twickenham Stoop,Ian Tempest,50,A,N,13,Sun,Feb,2022,2021-22,5,4,1,0,2,2,0,0
11-Feb-22,19:45,Bristol,32,1,London Irish,49,1,Ashton Gate,Christophe Ridley,81,A,N,19,Fri,Feb,2022,2021-22,5,2,1,0,6,5,3,0
11-Feb-22,19:45,London Irish,49,1,Bristol,32,1,Ashton Gate,Christophe Ridley,81,A,N,19,Fri,Feb,2022,2021-22,6,5,3,0,5,2,1,0
11-Feb-22,19:45,Leicester,35,1,Northampton,20,0,Welford Road,Matthew Carley,55,H,N,19,Fri,Feb,2022,2021-22,4,3,3,0,3,1,1,0
11-Feb-22,19:45,Northampton,20,0,Leicester,35,1,Welford Road,Matthew Carley,55,H,N,19,Fri,Feb,2022,2021-22,3,1,1,0,4,3,3,0
12-Feb-22,15:00,Exeter,24,1,Gloucester,15,0,Sandy Park,Tom Foley,39,H,N,15,Sat,Feb,2022,2021-22,4,2,0,0,3,0,0,0
12-Feb-22,15:00,Gloucester,15,0,Exeter,24,1,Sandy Park,Tom Foley,39,H,N,15,Sat,Feb,2022,2021-22,3,0,0,0,4,2,0,0
12-Feb-22,15:00,Sale,36,1,Worcester,12,0,AJ Bell Stadium,Karl Dickson,48,H,N,15,Sat,Feb,2022,2021-22,6,3,0,0,2,1,0,0
12-Feb-22,15:00,Worcester,12,0,Sale,36,1,AJ Bell Stadium,Karl Dickson,48,H,N,15,Sat,Feb,2022,2021-22,2,1,0,0,6,3,0,0
12-Feb-22,15:00,Wasps,41,1,Bath,24,0,Coventry Building Society Arena,"9,139",65,H,N,15,Sat,Feb,2022,2021-22,7,3,0,0,3,3,1,0
12-Feb-22,15:00,Bath,24,0,Wasps,41,1,Coventry Building Society Arena,"9,139",65,H,N,15,Sat,Feb,2022,2021-22,3,3,1,0,7,3,0,0
13-Feb-22,13:00,Saracens,19,0,Harlequins,10,0,StoneX Stadium,Luke Pearce,29,H,N,13,Sun,Feb,2022,2021-22,2,0,3,0,1,1,1,0
13-Feb-22,13:00,Harlequins,10,0,Saracens,19,0,StoneX Stadium,Luke Pearce,29,H,N,13,Sun,Feb,2022,2021-22,1,1,1,0,2,0,3,0
18-Feb-22,19:45,Worcester,19,0,Bristol,14,1,Sixways,Wayne Barnes,33,H,N,19,Fri,Feb,2022,2021-22,3,2,0,0,2,2,0,0
18-Feb-22,19:45,Bristol,14,1,Worcester,19,0,Sixways,Wayne Barnes,33,H,N,19,Fri,Feb,2022,2021-22,2,2,0,0,3,2,0,0
19-Feb-22,15:00,Bath,20,1,Leicester,24,0,Recreation Ground,Karl Dickson,44,A,N,15,Sat,Feb,2022,2021-22,3,1,1,0,3,3,1,0
19-Feb-22,15:00,Leicester,24,0,Bath,20,1,Recreation Ground,Karl Dickson,44,A,N,15,Sat,Feb,2022,2021-22,3,3,1,0,3,1,1,0
19-Feb-22,15:00,Harlequins,29,1,Wasps,24,1,Twickenham Stoop,Craig Maxwell-Keys,53,H,N,15,Sat,Feb,2022,2021-22,5,2,0,0,3,3,1,0
19-Feb-22,15:00,Wasps,24,1,Harlequins,29,1,Twickenham Stoop,Craig Maxwell-Keys,53,H,N,15,Sat,Feb,2022,2021-22,3,3,1,0,5,2,0,0
19-Feb-22,15:00,London Irish,32,1,Saracens,30,1,Brentford Community Stadium,Hamish Smales,62,H,N,15,Sat,Feb,2022,2021-22,4,3,2,0,3,3,3,0
19-Feb-22,15:00,Saracens,30,1,London Irish,32,1,Brentford Community Stadium,Hamish Smales,62,H,N,15,Sat,Feb,2022,2021-22,3,3,3,0,4,3,2,0
19-Feb-22,15:00,Northampton,21,1,Sale,22,0,Franklin's Gardens,Tom Foley,43,A,N,15,Sat,Feb,2022,2021-22,3,3,0,0,3,2,1,0
19-Feb-22,15:00,Sale,22,0,Northampton,21,1,Franklin's Gardens,Tom Foley,43,A,N,15,Sat,Feb,2022,2021-22,3,2,1,0,3,3,0,0
20-Feb-22,15:00,Newcastle,14,1,Exeter,15,0,Kingston Park,Christophe Ridley,29,A,N,15,Sun,Feb,2022,2021-22,2,2,0,0,2,1,1,0
20-Feb-22,15:00,Exeter,15,0,Newcastle,14,1,Kingston Park,Christophe Ridley,29,A,N,15,Sun,Feb,2022,2021-22,2,1,1,0,2,2,0,0
25-Feb-22,19:45,Bristol,31,1,Wasps,19,0,Ashton Gate,Matthew Carley,50,H,N,19,Fri,Feb,2022,2021-22,4,4,1,0,3,2,0,0
25-Feb-22,19:45,Wasps,19,0,Bristol,31,1,Ashton Gate,Matthew Carley,50,H,N,19,Fri,Feb,2022,2021-22,3,2,0,0,4,4,1,0
25-Feb-22,19:45,Sale,27,1,London Irish,27,1,AJ Bell Stadium,Andrew Jackson,54,D,N,19,Fri,Feb,2022,2021-22,4,2,1,0,4,2,1,0
25-Feb-22,19:45,London Irish,27,1,Sale,27,1,AJ Bell Stadium,Andrew Jackson,54,D,N,19,Fri,Feb,2022,2021-22,4,2,1,0,4,2,1,0
25-Feb-22,19:45,Worcester,21,0,Harlequins,29,1,Sixways,Christophe Ridley,50,A,N,19,Fri,Feb,2022,2021-22,3,3,0,0,4,3,1,0
