,date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,month,year,season,avgHomeScore,avgAwayScore,avgTotalScore,avgHomeScoreByMonth,avgHomeScoreByYear,avgHomeScoreBySeason,avgHomeScoreByVenue,avgHomeScoreByTeam,avgAwayScoreByMonth,avgAwayScoreByYear,avgAwayScoreBySeason,avgAwayScoreByVenue,avgAwayScoreByTeam,avgTotalScoreByMonth,avgTotalScoreByYear,avgTotalScoreBySeason,avgTotalScoreByVenue,avgHomeScoreByTeamByMonth,avgHomeScoreByTeamByYear,avgHomeScoreByTeamBySeason,avgHomeScoreByTeamByVenue,avgAwayScoreByTeamByMonth,avgAwayScoreByTeamByYear,avgAwayScoreByTeamBySeason,avgAwayScoreByTeamByVenue,avgHomeLast5Results,avgAwayLast5Results,avgHomeLast3ResultsAgainstOpponent,avgAwayLast3ResultsAgainstOpponent
939,2021-10-16,15:00,Worcester,3,Leicester,48,Sixways,Luke Pearce,51,A,Oct,2021,2021-22,25.53,20.79,46.32,24.99,27.48,27.83,20.93,20.93,20.42,23.14,23.63,23.23,21.65,45.42,50.62,51.46,44.15,19.9,21.55,23.17,20.93,24.7,26.85,28.67,26.0,25.8,26.0,14.67,27.33
940,2012-09-02,14:00,London Welsh,13,Leicester,38,Kassam Stadium,N/A,51,A,Sep,2012,2012-13,25.53,20.79,46.32,27.03,22.83,24.81,15.59,15.59,22.25,18.33,19.37,33.45,21.65,49.28,41.17,44.19,49.05,14.6,18.86,20.91,15.59,21.71,25.33,22.27,32.0,13.6,26.0,9.0,32.0
941,2014-11-23,15:15,London Welsh,5,Leicester,26,Kassam Stadium,Dean Richards,31,A,Nov,2014,2014-15,25.53,20.79,46.32,22.73,25.03,27.21,15.59,15.59,18.47,20.78,20.83,33.45,21.65,41.2,45.81,48.04,49.05,11.67,6.4,10.27,15.59,15.45,23.46,16.58,32.0,13.6,26.0,9.0,32.0
942,2016-11-25,19:45,Bristol,16,Leicester,21,Ashton Gate,Tim Wigglesworth,37,A,Nov,2016,2016-17,25.53,20.79,46.32,22.73,24.56,26.22,25.15,25.15,18.47,19.5,21.22,23.48,21.65,41.2,44.06,47.44,48.63,21.14,14.0,15.09,25.15,15.45,19.93,22.58,15.17,24.2,26.0,23.0,19.0
943,2018-12-01,13:00,Bristol,41,Leicester,10,Ashton Gate,Wayne Barnes,51,H,Dec,2018,2018-19,25.53,20.79,46.32,24.03,26.3,26.84,25.15,25.15,19.75,22.3,21.13,23.48,21.65,43.78,48.6,47.97,48.63,27.75,30.33,27.27,25.15,21.8,22.82,16.09,15.17,24.2,26.0,23.0,19.0
944,2020-09-30,17:30,Bristol,40,Leicester,3,Ashton Gate,Christophe Ridley,43,H,Sep,2020,2019-20,25.53,20.79,46.32,27.03,26.97,26.4,25.15,25.15,22.25,21.69,20.47,23.48,21.65,49.28,48.65,46.87,48.63,25.4,27.56,27.91,25.15,21.71,11.0,13.55,15.17,24.2,26.0,23.0,19.0
945,2021-02-27,13:00,Bristol,17,Leicester,3,Ashton Gate,Christophe Ridley,20,H,Feb,2021,2020-21,25.53,20.79,46.32,24.06,27.48,26.85,25.15,25.15,19.15,23.14,22.77,23.48,21.65,43.21,50.62,49.62,48.63,20.56,25.92,27.8,25.15,16.95,26.85,19.22,15.17,24.2,26.0,23.0,19.0
946,2021-12-26,14:00,Bristol,26,Leicester,28,Ashton Gate,Tom Foley,54,A,Dec,2021,2021-22,25.53,20.79,46.32,24.03,27.48,27.83,25.15,25.15,19.75,23.14,23.63,23.48,21.65,43.78,50.62,51.46,48.63,27.75,25.92,28.08,25.15,21.8,26.85,28.67,15.17,24.2,26.0,23.0,19.0
947,2022-12-03,20:00,Bristol,26,Leicester,26,Ashton Gate,Craig Maxwell-Keys,52,D,Dec,2022,2022-23,25.53,20.79,46.32,24.03,28.22,28.32,25.15,25.15,19.75,24.39,25.77,23.48,21.65,43.78,52.61,54.09,48.63,27.75,29.25,24.2,25.15,21.8,23.77,25.0,15.17,24.2,26.0,23.0,19.0
948,2011-03-25,19:45,Sale,15,Leeds,12,Edgeley Park,N/A,27,H,Mar,2011,2010-11,25.53,20.79,46.32,25.91,23.01,23.46,21.29,24.15,20.79,18.59,18.07,22.81,15.91,46.7,41.59,41.53,44.1,25.93,21.62,21.45,21.29,12.0,16.17,15.91,12.0,26.0,16.8,15.0,12.0
949,2011-04-17,15:00,Wasps,51,Leeds,18,Adams Park,N/A,69,H,Apr,2011,2010-11,25.53,20.79,46.32,26.81,23.01,23.46,23.95,27.82,23.7,18.59,18.07,20.6,15.91,50.51,41.59,41.53,44.56,30.93,23.64,25.82,23.95,24.0,16.17,15.91,18.0,23.8,16.8,51.0,18.0
950,2010-10-02,15:00,London Irish,40,Leeds,24,Madejski Stadium,N/A,64,H,Oct,2010,2010-11,25.53,20.79,46.32,24.99,23.75,23.46,23.59,24.29,20.42,18.05,18.07,24.28,15.91,45.42,41.8,41.53,47.87,25.24,29.8,26.82,23.59,24.0,15.6,15.91,24.0,38.8,16.8,40.0,24.0
951,2010-11-20,15:00,Exeter,15,Leeds,9,Sandy Park,N/A,24,H,Nov,2010,2010-11,25.53,20.79,46.32,22.73,23.75,23.46,27.78,27.71,18.47,18.05,18.07,16.66,15.91,41.2,41.8,41.53,44.44,26.18,18.4,18.09,27.78,13.5,15.6,15.91,9.0,31.2,16.8,15.0,9.0
952,2011-05-07,15:00,Northampton,31,Leeds,24,Franklin's Gardens,Andrew Small,55,H,May,2011,2010-11,25.53,20.79,46.32,29.94,23.01,23.46,27.68,27.65,22.83,18.59,18.07,20.67,15.91,52.77,41.59,41.53,48.35,33.36,27.92,29.18,27.68,24.0,16.17,15.91,24.0,32.4,16.8,31.0,24.0
953,2011-04-09,15:00,Newcastle,29,Leeds,30,Kingston Park,N/A,59,A,Apr,2011,2010-11,25.53,20.79,46.32,26.81,23.01,23.46,18.95,18.92,23.7,18.59,18.07,22.32,15.91,50.51,41.59,41.53,41.27,17.2,18.38,18.09,18.95,24.0,16.17,15.91,30.0,21.8,16.8,29.0,30.0
954,2010-11-28,15:00,Harlequins,51,Leeds,18,Twickenham Stoop,N/A,69,H,Nov,2010,2010-11,25.53,20.79,46.32,22.73,23.75,23.46,25.92,26.66,18.47,18.05,18.07,21.85,15.91,41.2,41.8,41.53,47.76,22.93,27.33,25.55,26.45,13.5,15.6,15.91,18.0,25.6,16.8,51.0,18.0
955,2011-01-08,14:15,Bath,16,Leeds,13,Recreation Ground,N/A,29,H,Jan,2011,2010-11,25.53,20.79,46.32,23.57,23.01,23.46,23.49,24.21,19.12,18.59,18.07,21.09,15.91,42.69,41.59,41.53,44.58,26.43,22.55,20.0,23.49,13.0,16.17,15.91,13.0,21.4,16.8,16.0,13.0
956,2010-09-25,15:00,Leicester,48,Leeds,6,Welford Road,N/A,54,H,Sep,2010,2010-11,25.53,20.79,46.32,27.03,23.75,23.46,26.99,26.91,22.25,18.05,18.07,19.49,15.91,49.28,41.8,41.53,46.47,29.83,37.0,29.69,26.99,13.5,15.6,15.91,6.0,25.4,16.8,48.0,6.0
957,2010-09-11,15:00,Gloucester,22,Leeds,21,Kingsholm,N/A,43,H,Sep,2010,2010-11,25.53,20.79,46.32,27.03,23.75,23.46,26.32,26.32,22.25,18.05,18.07,20.47,15.91,49.28,41.8,41.53,46.79,25.19,23.0,30.73,26.32,13.5,15.6,15.91,21.0,30.2,16.8,22.0,21.0
958,2011-02-20,15:00,Saracens,39,Leeds,0,Vicarage Road,N/A,39,H,Feb,2011,2010-11,25.53,20.79,46.32,24.06,23.01,23.46,23.61,31.18,19.15,18.59,18.07,13.57,15.91,43.21,41.59,41.53,37.17,26.94,21.64,22.33,23.61,0.0,16.17,15.91,0.0,41.4,16.8,39.0,0.0
959,2011-04-08,19:45,Sale,36,Gloucester,31,Edgeley Park,N/A,67,H,Apr,2011,2010-11,25.53,20.79,46.32,26.81,23.01,23.46,21.29,24.15,23.7,18.59,18.07,22.81,20.71,50.51,41.59,41.53,44.1,23.31,21.62,21.45,21.29,23.06,18.46,16.67,21.0,26.0,22.2,26.0,21.0
960,2011-10-08,15:00,Sale,13,Gloucester,11,Edgeley Park,Sean Davey,24,H,Oct,2011,2011-12,25.53,20.79,46.32,24.99,23.01,22.71,21.29,24.15,20.42,18.59,18.7,22.81,20.71,45.42,41.59,41.41,44.1,20.38,21.62,21.0,21.29,23.07,18.46,16.27,21.0,26.0,22.2,26.0,21.0
961,2013-04-12,19:45,Sale,32,Gloucester,9,Salford City Stadium,David Rose,41,H,Apr,2013,2012-13,25.53,20.79,46.32,26.81,23.78,24.81,19.32,24.15,23.7,18.95,19.37,18.77,20.71,50.51,42.72,44.19,38.09,23.31,20.45,20.18,19.32,23.06,21.7,25.09,14.0,26.0,22.2,26.0,21.0
962,2014-02-07,20:00,Sale,24,Gloucester,19,Salford City Stadium,Matthew Carley,43,H,Feb,2014,2013-14,25.53,20.79,46.32,24.06,25.03,22.18,19.32,24.15,19.15,20.78,19.22,18.77,20.71,43.21,45.81,41.4,38.09,23.26,23.82,18.45,19.32,17.28,19.55,18.09,14.0,26.0,22.2,26.0,21.0
963,2015-03-29,14:00,Sale,23,Gloucester,6,AJ Bell Stadium,Matthew Carley,29,H,Mar,2015,2014-15,25.53,20.79,46.32,25.91,25.84,27.21,25.97,24.15,20.79,20.54,20.83,18.3,20.71,46.7,46.38,48.04,44.27,25.93,22.0,26.27,25.97,20.18,20.8,20.73,19.56,26.0,22.2,26.0,21.0
964,2016-04-29,19:45,Sale,11,Gloucester,12,AJ Bell Stadium,Thomas Foley,23,A,Apr,2016,2015-16,25.53,20.79,46.32,26.81,24.56,23.9,25.97,24.15,23.7,19.5,19.54,18.3,20.71,50.51,44.06,43.44,44.27,23.31,22.31,24.55,25.97,23.06,19.77,18.27,19.56,26.0,22.2,26.0,21.0
965,2016-09-16,19:45,Sale,13,Gloucester,26,AJ Bell Stadium,Ian Tempest,39,A,Sep,2016,2016-17,25.53,20.79,46.32,27.03,24.56,26.22,25.97,24.15,22.25,19.5,21.22,18.3,20.71,49.28,44.06,47.44,44.27,24.86,22.31,21.82,25.97,21.0,19.77,21.55,19.56,26.0,22.2,26.0,21.0
966,2017-09-29,20:00,Sale,57,Gloucester,10,AJ Bell Stadium,JP Doyle,67,H,Sep,2017,2017-18,25.53,20.79,46.32,27.03,27.61,26.46,25.97,24.15,22.25,21.88,22.11,18.3,20.71,49.28,49.49,48.57,44.27,24.86,26.58,26.64,25.97,21.0,19.0,18.27,19.56,26.0,22.2,26.0,21.0
967,2019-05-18,16:00,Sale,46,Gloucester,41,AJ Bell Stadium,Wayne Barnes,87,H,May,2019,2018-19,25.53,20.79,46.32,29.94,25.38,26.84,25.97,24.15,22.83,20.14,21.13,18.3,20.71,52.77,45.52,47.97,44.27,24.56,24.0,22.64,25.97,23.45,24.09,24.67,19.56,26.0,22.2,26.0,21.0
968,2019-10-19,15:00,Sale,16,Gloucester,18,AJ Bell Stadium,Andrew Jackson,34,A,Oct,2019,2019-20,25.53,20.79,46.32,24.99,25.38,26.4,25.97,24.15,20.42,20.14,20.47,18.3,20.71,45.42,45.52,46.87,44.27,20.38,24.0,29.7,25.97,23.07,24.09,21.82,19.56,26.0,22.2,26.0,21.0
969,2021-04-17,12:30,Sale,25,Gloucester,22,AJ Bell Stadium,Adam Leal,47,H,Apr,2021,2020-21,25.53,20.79,46.32,26.81,27.48,26.85,25.97,24.15,23.7,23.14,22.77,18.3,20.71,50.51,50.62,49.62,44.27,23.31,26.92,28.36,25.97,23.06,23.46,18.9,19.56,26.0,22.2,26.0,21.0
970,2022-03-12,15:00,Sale,26,Gloucester,24,AJ Bell Stadium,Christophe Ridley,50,H,Mar,2022,2021-22,25.53,20.79,46.32,25.91,28.22,27.83,25.97,24.15,20.79,24.39,23.63,18.3,20.71,46.7,52.61,51.46,44.27,25.93,28.43,27.67,25.97,20.18,23.5,26.83,19.56,26.0,22.2,26.0,21.0
971,2022-11-05,13:00,Sale,27,Gloucester,17,AJ Bell Stadium,Andrew Jackson,44,H,Nov,2022,2022-23,25.53,20.79,46.32,22.73,28.22,28.32,25.97,24.15,18.47,24.39,25.77,18.3,20.71,41.2,52.61,54.09,44.27,22.0,28.43,26.5,25.97,16.12,23.5,22.2,19.56,26.0,22.2,26.0,21.0
972,2011-02-13,17:00,Wasps,9,Gloucester,10,Adams Park,N/A,19,A,Feb,2011,2010-11,25.53,20.79,46.32,24.06,23.01,23.46,23.95,27.82,19.15,18.59,18.07,20.6,20.71,43.21,41.59,41.53,44.56,24.25,23.64,25.82,23.95,17.28,18.46,16.67,21.0,23.8,22.2,30.33,25.67
973,2012-04-01,15:00,Wasps,26,Gloucester,24,Adams Park,N/A,50,H,Apr,2012,2011-12,25.53,20.79,46.32,26.81,22.83,22.71,23.95,27.82,23.7,18.33,18.7,20.6,20.71,50.51,41.17,41.41,44.56,30.93,20.33,17.45,23.95,23.06,19.67,16.27,21.0,23.8,22.2,30.33,25.67
974,2013-02-17,13:00,Wasps,33,Gloucester,29,Adams Park,Andrew Small,62,H,Feb,2013,2012-13,25.53,20.79,46.32,24.06,23.78,24.81,23.95,27.82,19.15,18.95,19.37,20.6,20.71,43.21,42.72,44.19,44.56,24.25,21.2,25.82,23.95,17.28,21.7,25.09,21.0,23.8,22.2,30.33,25.67
975,2014-04-19,15:15,Wasps,38,Gloucester,30,Twickenham Stadium,Wayne Barnes,68,H,Apr,2014,2013-14,25.53,20.79,46.32,26.81,25.03,22.18,27.67,27.82,23.7,20.78,19.22,23.38,20.71,50.51,45.81,41.4,51.05,30.93,32.82,22.45,26.4,23.06,19.55,18.09,29.25,23.8,22.2,30.33,25.67
976,2015-03-01,14:00,Wasps,32,Gloucester,21,Ricoh Arena,Wayne Barnes,53,H,Mar,2015,2014-15,25.53,20.79,46.32,25.91,25.84,27.21,30.23,27.82,20.79,20.54,20.83,21.71,20.71,46.7,46.38,48.04,51.93,25.65,26.6,35.18,30.23,20.18,20.8,20.73,21.0,23.8,22.2,30.33,25.67
977,2015-11-08,15:00,Wasps,23,Gloucester,3,Ricoh Arena,Ian Tempest,26,H,Nov,2015,2015-16,25.53,20.79,46.32,22.73,25.84,23.9,30.23,27.82,18.47,20.54,19.54,21.71,20.71,41.2,46.38,43.44,51.93,28.23,26.6,27.82,30.23,16.12,20.8,18.27,21.0,23.8,22.2,30.33,25.67
978,2017-02-26,13:00,Wasps,35,Gloucester,22,Ricoh Arena,Andrew Jackson,57,H,Feb,2017,2016-17,25.53,20.79,46.32,24.06,27.61,26.22,30.23,27.82,19.15,21.88,21.22,21.71,20.71,43.21,49.49,47.44,51.93,24.25,30.55,36.0,30.23,17.28,19.0,21.55,21.0,23.8,22.2,30.33,25.67
979,2017-12-23,15:00,Wasps,49,Gloucester,24,Ricoh Arena,Craig Maxwell-Keys,73,H,Dec,2017,2017-18,25.53,20.79,46.32,24.03,27.61,26.46,30.23,27.82,19.75,21.88,22.11,21.71,20.71,43.78,49.49,48.57,51.93,27.36,30.55,29.0,30.23,24.5,19.0,18.27,21.0,23.8,22.2,30.33,25.67
980,2018-10-06,15:00,Wasps,21,Gloucester,35,Ricoh Arena,Craig Maxwell-Keys,56,A,Oct,2018,2018-19,25.53,20.79,46.32,24.99,26.3,26.84,30.23,27.82,20.42,22.3,21.13,21.71,20.71,45.42,48.6,47.97,51.93,26.76,25.7,24.73,30.23,23.07,19.6,24.67,21.0,23.8,22.2,30.33,25.67
981,2020-03-07,14:30,Wasps,39,Gloucester,22,Ricoh Arena,Ian Tempest,61,H,Mar,2020,2019-20,25.53,20.79,46.32,25.91,26.97,26.4,30.23,27.82,20.79,21.69,20.47,21.71,20.71,46.7,48.65,46.87,51.93,25.65,38.09,38.08,30.23,20.18,22.11,21.82,21.0,23.8,22.2,30.33,25.67
982,2021-03-06,15:00,Wasps,19,Gloucester,20,Ricoh Arena,Matthew Carley,39,A,Mar,2021,2020-21,25.53,20.79,46.32,25.91,27.48,26.85,30.23,27.82,20.79,23.14,22.77,21.71,20.71,46.7,50.62,49.62,51.93,25.65,25.93,22.64,30.23,20.18,23.46,18.9,21.0,23.8,22.2,30.33,25.67
983,2021-11-26,19:45,Wasps,33,Gloucester,35,Coventry Building Society Arena,Luke Pearce,68,A,Nov,2021,2021-22,25.53,20.79,46.32,22.73,27.48,27.83,27.29,27.82,18.47,23.14,23.63,22.71,20.71,41.2,50.62,51.46,50.0,28.23,25.93,28.17,27.29,16.12,23.46,26.83,35.0,23.8,22.2,30.33,25.67
984,2010-09-19,15:00,London Irish,23,Gloucester,16,Madejski Stadium,Dean Richards,39,H,Sep,2010,2010-11,25.53,20.79,46.32,27.03,23.75,23.46,23.59,24.29,22.25,18.05,18.07,24.28,20.71,49.28,41.8,41.53,47.87,28.5,29.8,26.82,23.59,21.0,12.5,16.67,23.5,38.8,22.2,26.0,24.33
985,2012-05-05,14:00,London Irish,52,Gloucester,18,Madejski Stadium,Dave Pearson,70,H,May,2012,2011-12,25.53,20.79,46.32,29.94,22.83,22.71,23.59,24.29,22.83,18.33,18.7,24.28,20.71,52.77,41.17,41.41,47.87,32.17,27.82,29.18,23.59,23.45,19.67,16.27,23.5,38.8,22.2,26.0,24.33
986,2012-09-08,15:00,London Irish,31,Gloucester,40,Madejski Stadium,N/A,71,A,Sep,2012,2012-13,25.53,20.79,46.32,27.03,22.83,24.81,23.59,24.29,22.25,18.33,19.37,24.28,20.71,49.28,41.17,44.19,47.87,28.5,27.82,29.45,23.59,21.0,19.67,25.09,23.5,38.8,22.2,26.0,24.33
987,2013-12-29,15:00,London Irish,19,Gloucester,22,Madejski Stadium,Andrew Small,41,A,Dec,2013,2013-14,25.53,20.79,46.32,24.03,23.78,22.18,23.59,24.29,19.75,18.95,19.22,24.28,20.71,43.78,42.72,41.4,47.87,21.82,24.64,20.73,23.59,24.5,21.7,18.09,23.5,38.8,22.2,26.0,24.33
988,2014-11-30,13:00,London Irish,9,Gloucester,21,Madejski Stadium,Matthew Carley,30,A,Nov,2014,2014-15,25.53,20.79,46.32,22.73,25.03,27.21,23.59,24.29,18.47,20.78,20.83,24.28,20.71,41.2,45.81,48.04,47.87,18.33,21.55,21.45,23.59,16.12,19.55,20.73,23.5,38.8,22.2,26.0,24.33
989,2016-03-20,15:00,London Irish,23,Gloucester,18,Madejski Stadium,Matthew Carley,41,H,Mar,2016,2015-16,25.53,20.79,46.32,25.91,24.56,23.9,23.59,24.29,20.79,19.5,19.54,24.28,20.71,46.7,44.06,43.44,47.87,27.86,19.14,18.55,23.59,20.18,19.77,18.27,23.5,38.8,22.2,26.0,24.33
990,2018-03-24,15:00,London Irish,29,Gloucester,33,Madejski Stadium,Matthew Carley,62,A,Mar,2018,2017-18,25.53,20.79,46.32,25.91,26.3,26.46,23.59,24.29,20.79,22.3,22.11,24.28,20.71,46.7,48.6,48.57,47.87,27.86,15.8,19.64,23.59,20.18,19.6,18.27,23.5,38.8,22.2,26.0,24.33
991,2020-02-22,15:00,London Irish,24,Gloucester,20,Madejski Stadium,Luke Pearce,44,H,Feb,2020,2019-20,25.53,20.79,46.32,24.06,26.97,26.4,23.59,24.29,19.15,21.69,20.47,24.28,20.71,43.21,48.65,46.87,47.87,21.93,17.5,17.55,23.59,17.28,22.11,21.82,23.5,38.8,22.2,26.0,24.33
992,2021-02-06,15:00,London Irish,32,Gloucester,26,Brentford Community Stadium,Ian Tempest,58,H,Feb,2021,2020-21,25.53,20.79,46.32,24.06,27.48,26.85,27.43,24.29,19.15,23.14,22.77,27.67,20.71,43.21,50.62,49.62,55.1,21.93,28.46,25.7,27.43,17.28,23.46,18.9,25.5,38.8,22.2,26.0,24.33
993,2021-10-17,15:00,London Irish,25,Gloucester,25,Brentford Community Stadium,Karl Dickson,50,D,Oct,2021,2021-22,25.53,20.79,46.32,24.99,27.48,27.83,27.43,24.29,20.42,23.14,23.63,27.67,20.71,45.42,50.62,51.46,55.1,25.24,28.46,29.0,27.43,23.07,23.46,26.83,25.5,38.8,22.2,26.0,24.33
994,2022-10-21,19:45,London Irish,21,Gloucester,22,Gtech Community Stadium,Matthew Carley,43,A,Oct,2022,2022-23,25.53,20.79,46.32,24.99,28.22,28.32,38.0,24.29,20.42,24.39,25.77,22.75,20.71,45.42,52.61,54.09,60.75,25.24,32.3,38.0,38.0,23.07,23.5,22.2,22.0,38.8,22.2,26.0,24.33
995,2010-09-04,15:00,Exeter,22,Gloucester,10,Sandy Park,Rob Debney,32,H,Sep,2010,2010-11,25.53,20.79,46.32,27.03,23.75,23.46,27.78,27.71,22.25,18.05,18.07,16.66,20.71,49.28,41.8,41.53,44.44,27.91,18.4,18.09,27.78,21.0,12.5,16.67,18.58,31.2,22.2,29.0,19.0
996,2011-11-05,15:00,Exeter,19,Gloucester,24,Sandy Park,Andrew Small,43,A,Nov,2011,2011-12,25.53,20.79,46.32,22.73,23.01,22.71,27.78,27.71,18.47,18.59,18.7,16.66,20.71,41.2,41.59,41.41,44.44,26.18,18.0,18.82,27.78,16.12,18.46,16.27,18.58,31.2,22.2,29.0,19.0
997,2013-05-04,15:00,Exeter,40,Gloucester,39,Sandy Park,Greg Garner,79,H,May,2013,2012-13,25.53,20.79,46.32,29.94,23.78,24.81,27.78,27.71,22.83,18.95,19.37,16.66,20.71,52.77,42.72,44.19,44.44,34.85,24.6,28.73,27.78,23.45,21.7,25.09,18.58,31.2,22.2,29.0,19.0
998,2014-03-29,15:00,Exeter,13,Gloucester,14,Sandy Park,Matthew Carley,27,A,Mar,2014,2013-14,25.53,20.79,46.32,25.91,25.03,22.18,27.78,27.71,20.79,20.78,19.22,16.66,20.71,46.7,45.81,41.4,44.44,29.12,24.45,19.55,27.78,20.18,19.55,18.09,18.58,31.2,22.2,29.0,19.0
999,2015-01-03,16:30,Exeter,25,Gloucester,26,Sandy Park,Andrew Small,51,A,Jan,2015,2014-15,25.53,20.79,46.32,23.57,25.84,27.21,27.78,27.71,19.12,20.54,20.83,16.66,20.71,42.69,46.38,48.04,44.44,17.12,34.2,34.91,27.78,17.91,20.8,20.73,18.58,31.2,22.2,29.0,19.0
1000,2016-01-09,15:00,Exeter,19,Gloucester,10,Sandy Park,Ian Tempest,29,H,Jan,2016,2015-16,25.53,20.79,46.32,23.57,24.56,23.9,27.78,27.71,19.12,19.5,19.54,16.66,20.71,42.69,44.06,43.44,44.44,17.12,27.86,27.67,27.78,17.91,19.77,18.27,18.58,31.2,22.2,29.0,19.0
1001,2016-10-08,15:00,Exeter,27,Gloucester,27,Sandy Park,Greg Garner,54,D,Oct,2016,2016-17,25.53,20.79,46.32,24.99,24.56,26.22,27.78,27.71,20.42,19.5,21.22,16.66,20.71,45.42,44.06,47.44,44.44,27.73,27.86,30.58,27.78,23.07,19.77,21.55,18.58,31.2,22.2,29.0,19.0
1002,2018-04-08,15:00,Exeter,46,Gloucester,10,Sandy Park,Thomas Foley,56,H,Apr,2018,2017-18,25.53,20.79,46.32,26.81,26.3,26.46,27.78,27.71,23.7,22.3,22.11,16.66,20.71,50.51,48.6,48.57,44.44,29.43,28.58,30.08,27.78,23.06,19.6,18.27,18.58,31.2,22.2,29.0,19.0
1003,2018-11-24,13:00,Exeter,23,Gloucester,6,Sandy Park,Matthew O'Grady,29,H,Nov,2018,2018-19,25.53,20.79,46.32,22.73,26.3,26.84,27.78,27.71,18.47,22.3,21.13,16.66,20.71,41.2,48.6,47.97,44.44,26.18,28.58,29.77,27.78,16.12,19.6,24.67,18.58,31.2,22.2,29.0,19.0
1004,2020-09-09,17:30,Exeter,35,Gloucester,22,Sandy Park,Christophe Ridley,57,H,Sep,2020,2019-20,25.53,20.79,46.32,27.03,26.97,26.4,27.78,27.71,22.25,21.69,20.47,16.66,20.71,49.28,48.65,46.87,44.44,27.91,36.31,32.08,27.78,21.0,22.11,21.82,18.58,31.2,22.2,29.0,19.0
1005,2020-12-26,15:00,Exeter,28,Gloucester,20,Sandy Park,Tom Foley,48,H,Dec,2020,2020-21,25.53,20.79,46.32,24.03,26.97,26.85,27.78,27.71,19.75,21.69,22.77,16.66,20.71,43.78,48.65,49.62,44.44,23.77,36.31,33.62,27.78,24.5,22.11,18.9,18.58,31.2,22.2,29.0,19.0
1006,2022-02-12,15:00,Exeter,24,Gloucester,15,Sandy Park,Tom Foley,39,H,Feb,2022,2021-22,25.53,20.79,46.32,24.06,28.22,27.83,27.78,27.71,19.15,24.39,23.63,16.66,20.71,43.21,52.61,51.46,44.44,25.19,27.55,26.08,27.78,17.28,23.5,26.83,18.58,31.2,22.2,29.0,19.0
1007,2011-01-01,15:00,Leeds,15,Gloucester,13,Headingley,N/A,28,H,Jan,2011,2010-11,25.53,20.79,46.32,23.57,23.01,23.46,12.73,12.73,19.12,18.59,18.07,21.18,20.71,42.69,41.59,41.53,33.91,15.0,14.14,12.73,12.73,17.91,18.46,16.67,13.0,15.0,22.2,15.0,13.0
1008,2011-02-26,15:00,Northampton,16,Gloucester,18,Franklin's Gardens,N/A,34,A,Feb,2011,2010-11,25.53,20.79,46.32,24.06,23.01,23.46,27.68,27.65,19.15,18.59,18.07,20.67,20.71,43.21,41.59,41.53,48.35,25.16,27.92,29.18,27.68,17.28,18.46,16.67,20.58,32.4,22.2,24.67,25.67
1009,2011-09-04,15:30,Northampton,26,Gloucester,24,Franklin's Gardens,Andrew Small,50,H,Sep,2011,2011-12,25.53,20.79,46.32,27.03,23.01,22.71,27.68,27.65,22.25,18.59,18.7,20.67,20.71,49.28,41.59,41.41,48.35,26.75,27.92,28.27,27.68,21.0,18.46,16.27,20.58,32.4,22.2,24.67,25.67
1010,2013-02-09,12:30,Northampton,11,Gloucester,27,Franklin's Gardens,Martin Fox,38,A,Feb,2013,2012-13,25.53,20.79,46.32,24.06,23.78,24.81,27.68,27.65,19.15,18.95,19.37,20.67,20.71,43.21,42.72,44.19,48.35,25.16,30.4,23.09,27.68,17.28,21.7,25.09,20.58,32.4,22.2,24.67,25.67
1011,2014-03-01,15:00,Northampton,39,Gloucester,13,Franklin's Gardens,Tim Wigglesworth,52,H,Mar,2014,2013-14,25.53,20.79,46.32,25.91,25.03,22.18,27.68,27.65,20.79,20.78,19.22,20.67,20.71,46.7,45.81,41.4,48.35,28.4,33.92,34.33,27.68,20.18,19.55,18.09,20.58,32.4,22.2,24.67,25.67
1012,2014-09-05,19:45,Northampton,53,Gloucester,6,Franklin's Gardens,Wayne Barnes,59,H,Sep,2014,2014-15,25.53,20.79,46.32,27.03,25.03,27.21,27.68,27.65,22.25,20.78,20.83,20.67,20.71,49.28,45.81,48.04,48.35,26.75,33.92,32.17,27.68,21.0,19.55,20.73,20.58,32.4,22.2,24.67,25.67
1013,2015-11-27,19:45,Northampton,15,Gloucester,3,Franklin's Gardens,Greg Garner,18,H,Nov,2015,2015-16,25.53,20.79,46.32,22.73,25.84,23.9,27.68,27.65,18.47,20.54,19.54,20.67,20.71,41.2,46.38,43.44,48.35,25.23,28.1,22.64,27.68,16.12,20.8,18.27,20.58,32.4,22.2,24.67,25.67
1014,2016-10-28,19:45,Northampton,23,Gloucester,20,Franklin's Gardens,Tom Foley,43,H,Oct,2016,2016-17,25.53,20.79,46.32,24.99,24.56,26.22,27.68,27.65,20.42,19.5,21.22,20.67,20.71,45.42,44.06,47.44,48.35,32.76,21.29,22.36,27.68,23.07,19.77,21.55,20.58,32.4,22.2,24.67,25.67
1015,2018-01-06,15:00,Northampton,22,Gloucester,19,Franklin's Gardens,Ian Tempest,41,H,Jan,2018,2017-18,25.53,20.79,46.32,23.57,26.3,26.46,27.68,27.65,19.12,22.3,22.11,20.67,20.71,42.69,48.6,48.57,48.35,19.4,24.09,23.0,27.68,17.91,19.6,18.27,20.58,32.4,22.2,24.67,25.67
